Year,FacilityNumber,CountyName,TypeOfControl,IncomeStatementItem,IncomeStatementAmount,AmountPerAdjustedPatientDay
2010,106301234,Orange,Investor,TOT_CAP_REV,0,0
2010,106301234,Orange,Investor,NET_REV_LESS_DSH,59456047,2685
2010,106301234,Orange,Investor,OTH_OP_REV,260963,12
2010,106301234,Orange,Investor,TOT_OP_EXP,54561928,2464
2010,106301234,Orange,Investor,NET_OP_LESS_DSH,5155082,233
2010,106301234,Orange,Investor,NONOP_REV,26852,1
2010,106301234,Orange,Investor,NONOP_EXP,0,0
2010,106301234,Orange,Investor,INC_TAX,0,0
2010,106301234,Orange,Investor,EXT_ITEM,0,0
2010,106301234,Orange,Investor,NET_INC_LESS_DSH,5181934,234
2010,106301234,Orange,Investor,OPERATING_MARGIN,8.63,
2010,106301248,Orange,Investor,GR_PT_REV,1002316451,14990
2010,106301248,Orange,Investor,DED_REV_PLUS_DSH,850740019,12723
2010,106301248,Orange,Investor,TOT_CAP_REV,12209107,183
2010,106301248,Orange,Investor,NET_REV_LESS_DSH,163785539,2450
2010,106301248,Orange,Investor,OTH_OP_REV,697509,10
2010,106301248,Orange,Investor,TOT_OP_EXP,149025262,2229
2010,106301248,Orange,Investor,NET_OP_LESS_DSH,15457786,231
2010,106301248,Orange,Investor,NONOP_REV,1421102,21
2010,106301248,Orange,Investor,NONOP_EXP,457281,7
2010,106301248,Orange,Investor,INC_TAX,0,0
2010,106301248,Orange,Investor,EXT_ITEM,0,0
2010,106301248,Orange,Investor,NET_INC_LESS_DSH,16421607,246
2010,106301248,Orange,Investor,OPERATING_MARGIN,9.4,
2010,106301258,Orange,Investor,GR_PT_REV,277815789,5879
2010,106301258,Orange,Investor,DED_REV_PLUS_DSH,211774387,4481
2010,106301258,Orange,Investor,TOT_CAP_REV,0,0
2010,106301258,Orange,Investor,NET_REV_LESS_DSH,66041402,1398
2010,106301258,Orange,Investor,OTH_OP_REV,150246,3
2010,106301258,Orange,Investor,TOT_OP_EXP,70526233,1492
2010,106301258,Orange,Investor,NET_OP_LESS_DSH,-4334585,-92
2010,106301258,Orange,Investor,NONOP_REV,0,0
2010,106301258,Orange,Investor,NONOP_EXP,0,0
2010,106301258,Orange,Investor,INC_TAX,0,0
2010,106301258,Orange,Investor,EXT_ITEM,0,0
2010,106301258,Orange,Investor,NET_INC_LESS_DSH,-4334585,-92
2010,106301258,Orange,Investor,OPERATING_MARGIN,-6.55,
2010,106301262,Orange,Non-Profit,GR_PT_REV,1562460665,12444
2010,106301262,Orange,Non-Profit,DED_REV_PLUS_DSH,1133994067,9031
2010,106301262,Orange,Non-Profit,TOT_CAP_REV,0,0
2010,106301262,Orange,Non-Profit,NET_REV_LESS_DSH,428466598,3412
2010,106301262,Orange,Non-Profit,OTH_OP_REV,11679464,93
2010,106301262,Orange,Non-Profit,TOT_OP_EXP,396276461,3156
2010,106301262,Orange,Non-Profit,NET_OP_LESS_DSH,43869601,349
2010,106301262,Orange,Non-Profit,NONOP_REV,28068623,224
2010,106301262,Orange,Non-Profit,NONOP_EXP,14298491,114
2010,106301262,Orange,Non-Profit,INC_TAX,0,0
2010,106301262,Orange,Non-Profit,EXT_ITEM,0,0
2010,106301262,Orange,Non-Profit,NET_INC_LESS_DSH,57639733,459
2010,106301262,Orange,Non-Profit,OPERATING_MARGIN,9.97,
2010,106301279,Orange,Non-Profit,GR_PT_REV,2507651596,18685
2010,106301279,Orange,Non-Profit,DED_REV_PLUS_DSH,1907648599,14214
2010,106301279,Orange,Non-Profit,TOT_CAP_REV,927784,7
2010,106301279,Orange,Non-Profit,NET_REV_LESS_DSH,600930781,4478
2010,106301279,Orange,Non-Profit,OTH_OP_REV,33887369,252
2010,106301279,Orange,Non-Profit,TOT_OP_EXP,604688569,4506
2010,106301279,Orange,Non-Profit,NET_OP_LESS_DSH,30129581,224
2010,106301279,Orange,Non-Profit,NONOP_REV,3728431,28
2010,106301279,Orange,Non-Profit,NONOP_EXP,228149,2
2010,106301279,Orange,Non-Profit,INC_TAX,0,0
2010,106301279,Orange,Non-Profit,EXT_ITEM,0,0
2010,106301279,Orange,Non-Profit,NET_INC_LESS_DSH,33629863,251
2010,106301279,Orange,Non-Profit,OPERATING_MARGIN,4.75,
2010,106301283,Orange,Investor,GR_PT_REV,405895009,12261
2010,106301283,Orange,Investor,DED_REV_PLUS_DSH,306069210,9245
2010,106301283,Orange,Investor,TOT_CAP_REV,0,0
2010,106301283,Orange,Investor,NET_REV_LESS_DSH,99825799,3015
2010,106301283,Orange,Investor,OTH_OP_REV,371711,11
2010,106301283,Orange,Investor,TOT_OP_EXP,88021006,2659
2010,106301283,Orange,Investor,NET_OP_LESS_DSH,12176504,368
2010,106301283,Orange,Investor,NONOP_REV,1026670,31
2010,106301283,Orange,Investor,NONOP_EXP,1252383,38
2010,106301283,Orange,Investor,INC_TAX,0,0
2010,106301283,Orange,Investor,EXT_ITEM,0,0
2010,106301283,Orange,Investor,NET_INC_LESS_DSH,11950791,361
2010,106301283,Orange,Investor,OPERATING_MARGIN,12.15,
2010,106301297,Orange,Investor,GR_PT_REV,373112755,14293
2010,106301297,Orange,Investor,DED_REV_PLUS_DSH,298177851,11422
2010,106301297,Orange,Investor,TOT_CAP_REV,1961150,75
2010,106301297,Orange,Investor,NET_REV_LESS_DSH,76896054,2946
2010,106301297,Orange,Investor,OTH_OP_REV,216496,8
2010,106301297,Orange,Investor,TOT_OP_EXP,68295299,2616
2010,106301297,Orange,Investor,NET_OP_LESS_DSH,8817251,338
2010,106301297,Orange,Investor,NONOP_REV,429415,16
2010,106301297,Orange,Investor,NONOP_EXP,803356,31
2010,106301297,Orange,Investor,INC_TAX,0,0
2010,106301297,Orange,Investor,EXT_ITEM,0,0
2010,106301297,Orange,Investor,NET_INC_LESS_DSH,8443310,323
2010,106301297,Orange,Investor,OPERATING_MARGIN,11.43,
2010,106301304,Orange,Investor,GR_PT_REV,18802146,1805
2010,106301304,Orange,Investor,DED_REV_PLUS_DSH,9808934,942
2010,106301304,Orange,Investor,TOT_CAP_REV,0,0
2010,106301304,Orange,Investor,NET_REV_LESS_DSH,8993212,863
2010,106301304,Orange,Investor,OTH_OP_REV,521,0
2010,106301304,Orange,Investor,TOT_OP_EXP,9061679,870
2010,106301304,Orange,Investor,NET_OP_LESS_DSH,-67946,-7
2010,106301304,Orange,Investor,NONOP_REV,0,0
2010,106301304,Orange,Investor,NONOP_EXP,0,0
2010,106301304,Orange,Investor,INC_TAX,0,0
2010,106301304,Orange,Investor,EXT_ITEM,0,0
2010,106301304,Orange,Investor,NET_INC_LESS_DSH,-67946,-7
2010,106301304,Orange,Investor,OPERATING_MARGIN,-0.76,
2010,106301317,Orange,Non-Profit,GR_PT_REV,1278829244,11993
2010,106301317,Orange,Non-Profit,DED_REV_PLUS_DSH,989925073,9284
2010,106301317,Orange,Non-Profit,TOT_CAP_REV,72416407,679
2010,106301317,Orange,Non-Profit,NET_REV_LESS_DSH,361320578,3389
2010,106301317,Orange,Non-Profit,OTH_OP_REV,2638403,25
2010,106301317,Orange,Non-Profit,TOT_OP_EXP,332874810,3122
2010,106301317,Orange,Non-Profit,NET_OP_LESS_DSH,31084171,292
2010,106301317,Orange,Non-Profit,NONOP_REV,13913635,130
2010,106301317,Orange,Non-Profit,NONOP_EXP,10019368,94
2010,106301317,Orange,Non-Profit,INC_TAX,5903,0
2010,106301317,Orange,Non-Profit,EXT_ITEM,0,0
2010,106301317,Orange,Non-Profit,NET_INC_LESS_DSH,34972535,328
2010,106301317,Orange,Non-Profit,OPERATING_MARGIN,8.54,
2010,106301340,Orange,Non-Profit,GR_PT_REV,1946979141,13172
2010,106301340,Orange,Non-Profit,DED_REV_PLUS_DSH,1479683104,10010
2010,106301340,Orange,Non-Profit,TOT_CAP_REV,48329266,327
2010,106301340,Orange,Non-Profit,NET_REV_LESS_DSH,515625303,3488
2010,106301340,Orange,Non-Profit,OTH_OP_REV,82111220,556
2010,106301340,Orange,Non-Profit,TOT_OP_EXP,570659400,3861
2010,106301340,Orange,Non-Profit,NET_OP_LESS_DSH,27077123,183
2010,106301340,Orange,Non-Profit,NONOP_REV,43462353,294
2010,106301340,Orange,Non-Profit,NONOP_EXP,28612256,194
2010,106301340,Orange,Non-Profit,INC_TAX,0,0
2010,106301340,Orange,Non-Profit,EXT_ITEM,0,0
2010,106301340,Orange,Non-Profit,NET_INC_LESS_DSH,41927220,284
2010,106301340,Orange,Non-Profit,OPERATING_MARGIN,4.53,
2010,106301342,Orange,Non-Profit,GR_PT_REV,1552193158,10531
2010,106301342,Orange,Non-Profit,DED_REV_PLUS_DSH,1175537329,7975
2010,106301342,Orange,Non-Profit,TOT_CAP_REV,55897133,379
2010,106301342,Orange,Non-Profit,NET_REV_LESS_DSH,432552962,2935
2010,106301342,Orange,Non-Profit,OTH_OP_REV,17587956,119
2010,106301342,Orange,Non-Profit,TOT_OP_EXP,406059833,2755
2010,106301342,Orange,Non-Profit,NET_OP_LESS_DSH,44081085,299
2010,106301342,Orange,Non-Profit,NONOP_REV,31205717,212
2010,106301342,Orange,Non-Profit,NONOP_EXP,0,0
2010,106301342,Orange,Non-Profit,INC_TAX,0,0
2010,106301342,Orange,Non-Profit,EXT_ITEM,0,0
2010,106301342,Orange,Non-Profit,NET_INC_LESS_DSH,75286802,511
2010,106301342,Orange,Non-Profit,OPERATING_MARGIN,9.79,
2010,106301357,Orange,Investor,GR_PT_REV,171143229,9134
2010,106301357,Orange,Investor,DED_REV_PLUS_DSH,159392352,8507
2010,106301357,Orange,Investor,TOT_CAP_REV,549610,29
2010,106301357,Orange,Investor,NET_REV_LESS_DSH,12300487,657
2010,106301357,Orange,Investor,OTH_OP_REV,115477,6
2010,106301357,Orange,Investor,TOT_OP_EXP,23951070,1278
2010,106301357,Orange,Investor,NET_OP_LESS_DSH,-11535106,-616
2010,106301357,Orange,Investor,NONOP_REV,0,0
2010,106301357,Orange,Investor,NONOP_EXP,0,0
2010,106301357,Orange,Investor,INC_TAX,0,0
2010,106301357,Orange,Investor,EXT_ITEM,0,0
2010,106301357,Orange,Investor,NET_INC_LESS_DSH,-11535106,-616
2010,106301357,Orange,Investor,OPERATING_MARGIN,-92.91,
2010,106301379,Orange,Investor,GR_PT_REV,409071621,9464
2010,106301379,Orange,Investor,DED_REV_PLUS_DSH,315738063,7305
2010,106301379,Orange,Investor,TOT_CAP_REV,0,0
2010,106301379,Orange,Investor,NET_REV_LESS_DSH,93333558,2159
2010,106301379,Orange,Investor,OTH_OP_REV,608587,14
2010,106301379,Orange,Investor,TOT_OP_EXP,88008179,2036
2010,106301379,Orange,Investor,NET_OP_LESS_DSH,5933966,137
2010,106301379,Orange,Investor,NONOP_REV,91118,2
2010,106301379,Orange,Investor,NONOP_EXP,189900,4
2010,106301379,Orange,Investor,INC_TAX,0,0
2010,106301379,Orange,Investor,EXT_ITEM,0,0
2010,106301379,Orange,Investor,NET_INC_LESS_DSH,5835184,135
2010,106301379,Orange,Investor,OPERATING_MARGIN,6.32,
2010,106301380,Orange,Investor,GR_PT_REV,236645416,6787
2010,106301380,Orange,Investor,DED_REV_PLUS_DSH,175815550,5043
2010,106301380,Orange,Investor,TOT_CAP_REV,0,0
2010,106301380,Orange,Investor,NET_REV_LESS_DSH,60829866,1745
2010,106301380,Orange,Investor,OTH_OP_REV,125681,4
2010,106301380,Orange,Investor,TOT_OP_EXP,55822789,1601
2010,106301380,Orange,Investor,NET_OP_LESS_DSH,5132758,147
2010,106301380,Orange,Investor,NONOP_REV,0,0
2010,106301380,Orange,Investor,NONOP_EXP,2035,0
2010,106301380,Orange,Investor,INC_TAX,0,0
2010,106301380,Orange,Investor,EXT_ITEM,0,0
2010,106301380,Orange,Investor,NET_INC_LESS_DSH,5130723,147
2010,106301380,Orange,Investor,OPERATING_MARGIN,8.42,
2010,106301566,Orange,Investor,GR_PT_REV,679281157,14062
2010,106301566,Orange,Investor,DED_REV_PLUS_DSH,511897759,10597
2010,106301566,Orange,Investor,TOT_CAP_REV,0,0
2010,106301566,Orange,Investor,NET_REV_LESS_DSH,167383398,3465
2010,106301566,Orange,Investor,OTH_OP_REV,752087,16
2010,106301566,Orange,Investor,TOT_OP_EXP,172938806,3580
2010,106301566,Orange,Investor,NET_OP_LESS_DSH,-4803321,-99
2010,106301566,Orange,Investor,NONOP_REV,0,0
2010,106301566,Orange,Investor,NONOP_EXP,0,0
2010,106301566,Orange,Investor,INC_TAX,0,0
2010,106301566,Orange,Investor,EXT_ITEM,0,0
2010,106301566,Orange,Investor,NET_INC_LESS_DSH,-4803321,-99
2010,106301566,Orange,Investor,OPERATING_MARGIN,-2.86,
2010,106301781,Orange,State,GR_PT_REV,133510574,770
2010,106301781,Orange,State,DED_REV_PLUS_DSH,1417409,8
2010,106301781,Orange,State,TOT_CAP_REV,0,0
2010,106301781,Orange,State,NET_REV_LESS_DSH,132093165,762
2010,106301781,Orange,State,OTH_OP_REV,0,0
2010,106301781,Orange,State,TOT_OP_EXP,133510574,770
2010,106301781,Orange,State,NET_OP_LESS_DSH,-1417409,-8
2010,106301781,Orange,State,NONOP_REV,1417409,8
2010,106301781,Orange,State,NONOP_EXP,0,0
2010,106301781,Orange,State,INC_TAX,0,0
2010,106301781,Orange,State,EXT_ITEM,0,0
2010,106301781,Orange,State,NET_INC_LESS_DSH,0,0
2010,106301781,Orange,State,OPERATING_MARGIN,-1.07,
2010,106304079,Orange,Investor,GR_PT_REV,30851242,2106
2010,106304079,Orange,Investor,DED_REV_PLUS_DSH,11438744,781
2010,106304079,Orange,Investor,TOT_CAP_REV,0,0
2010,106304079,Orange,Investor,NET_REV_LESS_DSH,19412498,1325
2010,106304079,Orange,Investor,OTH_OP_REV,39873,3
2010,106304079,Orange,Investor,TOT_OP_EXP,19259214,1315
2010,106304079,Orange,Investor,NET_OP_LESS_DSH,193157,13
2010,106304079,Orange,Investor,NONOP_REV,14312,1
2010,106304079,Orange,Investor,NONOP_EXP,3071,0
2010,106304079,Orange,Investor,INC_TAX,0,0
2010,106304079,Orange,Investor,EXT_ITEM,0,0
2010,106304079,Orange,Investor,NET_INC_LESS_DSH,204398,14
2010,106304079,Orange,Investor,OPERATING_MARGIN,0.99,
2010,106304113,Orange,Non-Profit,GR_PT_REV,147824880,10846
2010,106304113,Orange,Non-Profit,DED_REV_PLUS_DSH,102065106,7489
2010,106304113,Orange,Non-Profit,TOT_CAP_REV,0,0
2010,106304113,Orange,Non-Profit,NET_REV_LESS_DSH,45759774,3358
2010,106304113,Orange,Non-Profit,OTH_OP_REV,248337,18
2010,106304113,Orange,Non-Profit,TOT_OP_EXP,45205007,3317
2010,106304113,Orange,Non-Profit,NET_OP_LESS_DSH,803104,59
2010,106304113,Orange,Non-Profit,NONOP_REV,239570,18
2010,106304113,Orange,Non-Profit,NONOP_EXP,318057,23
2010,106304113,Orange,Non-Profit,INC_TAX,0,0
2010,106304113,Orange,Non-Profit,EXT_ITEM,0,0
2010,106304113,Orange,Non-Profit,NET_INC_LESS_DSH,724617,53
2010,106304113,Orange,Non-Profit,OPERATING_MARGIN,1.75,
2010,106304159,Orange,Investor,GR_PT_REV,48286842,4890
2010,106304159,Orange,Investor,DED_REV_PLUS_DSH,37671784,3815
2010,106304159,Orange,Investor,TOT_CAP_REV,0,0
2010,106304159,Orange,Investor,NET_REV_LESS_DSH,10615058,1075
2010,106304159,Orange,Investor,OTH_OP_REV,15402,2
2010,106304159,Orange,Investor,TOT_OP_EXP,9468271,959
2010,106304159,Orange,Investor,NET_OP_LESS_DSH,1162189,118
2010,106304159,Orange,Investor,NONOP_REV,537621,54
2010,106304159,Orange,Investor,NONOP_EXP,0,0
2010,106304159,Orange,Investor,INC_TAX,0,0
2010,106304159,Orange,Investor,EXT_ITEM,0,0
2010,106304159,Orange,Investor,NET_INC_LESS_DSH,1699810,172
2010,106304159,Orange,Investor,OPERATING_MARGIN,10.93,
2010,106304426,Orange,Investor,GR_PT_REV,3969638,1735
2010,106304426,Orange,Investor,DED_REV_PLUS_DSH,0,0
2010,106304426,Orange,Investor,TOT_CAP_REV,0,0
2010,106304426,Orange,Investor,NET_REV_LESS_DSH,3969638,1735
2010,106304426,Orange,Investor,OTH_OP_REV,3811,2
2010,106304426,Orange,Investor,TOT_OP_EXP,3653499,1597
2010,106304426,Orange,Investor,NET_OP_LESS_DSH,319950,140
2010,106304426,Orange,Investor,NONOP_REV,0,0
2010,106304426,Orange,Investor,NONOP_EXP,160686,70
2010,106304426,Orange,Investor,INC_TAX,0,0
2010,106304426,Orange,Investor,EXT_ITEM,0,0
2010,106304426,Orange,Investor,NET_INC_LESS_DSH,159264,70
2010,106304426,Orange,Investor,OPERATING_MARGIN,8.05,
2010,106310791,Placer,Non-Profit,GR_PT_REV,330296984,12656
2010,106310791,Placer,Non-Profit,DED_REV_PLUS_DSH,238925063,9155
2010,106310791,Placer,Non-Profit,TOT_CAP_REV,7689126,295
2010,106310791,Placer,Non-Profit,NET_REV_LESS_DSH,99061047,3796
2010,106310791,Placer,Non-Profit,OTH_OP_REV,1213907,47
2010,106310791,Placer,Non-Profit,TOT_OP_EXP,97196668,3724
2010,106310791,Placer,Non-Profit,NET_OP_LESS_DSH,3078286,118
2010,106310791,Placer,Non-Profit,NONOP_REV,1096673,42
2010,106310791,Placer,Non-Profit,NONOP_EXP,208290,8
2010,106310791,Placer,Non-Profit,INC_TAX,0,0
2010,106310791,Placer,Non-Profit,EXT_ITEM,0,0
2010,106310791,Placer,Non-Profit,NET_INC_LESS_DSH,3966669,152
2010,106310791,Placer,Non-Profit,OPERATING_MARGIN,3.07,
2010,106311000,Placer,Non-Profit,GR_PT_REV,1241463783,11130
2010,106311000,Placer,Non-Profit,DED_REV_PLUS_DSH,864765587,7753
2010,106311000,Placer,Non-Profit,TOT_CAP_REV,33410643,300
2010,106311000,Placer,Non-Profit,NET_REV_LESS_DSH,410108839,3677
2010,106311000,Placer,Non-Profit,OTH_OP_REV,2476399,22
2010,106311000,Placer,Non-Profit,TOT_OP_EXP,338674121,3036
2010,106311000,Placer,Non-Profit,NET_OP_LESS_DSH,73911117,663
2010,106311000,Placer,Non-Profit,NONOP_REV,5913375,53
2010,106311000,Placer,Non-Profit,NONOP_EXP,803671,7
2010,106311000,Placer,Non-Profit,INC_TAX,0,0
2010,106311000,Placer,Non-Profit,EXT_ITEM,0,0
2010,106311000,Placer,Non-Profit,NET_INC_LESS_DSH,79020821,708
2010,106311000,Placer,Non-Profit,OPERATING_MARGIN,17.91,
2010,106314029,Placer,Investor,GR_PT_REV,2491255,578
2010,106314029,Placer,Investor,DED_REV_PLUS_DSH,0,0
2010,106314029,Placer,Investor,TOT_CAP_REV,0,0
2010,106314029,Placer,Investor,NET_REV_LESS_DSH,2491255,578
2010,106314029,Placer,Investor,OTH_OP_REV,1137,0
2010,106314029,Placer,Investor,TOT_OP_EXP,2445349,567
2010,106314029,Placer,Investor,NET_OP_LESS_DSH,47043,11
2010,106314029,Placer,Investor,NONOP_REV,0,0
2010,106314029,Placer,Investor,NONOP_EXP,0,0
2010,106314029,Placer,Investor,INC_TAX,0,0
2010,106314029,Placer,Investor,EXT_ITEM,0,0
2010,106314029,Placer,Investor,NET_INC_LESS_DSH,47043,11
2010,106314029,Placer,Investor,OPERATING_MARGIN,1.89,
2010,106320859,Plumas,District,GR_PT_REV,41124123,786
2010,106320859,Plumas,District,DED_REV_PLUS_DSH,19947541,381
2010,106320859,Plumas,District,TOT_CAP_REV,0,0
2010,106320859,Plumas,District,NET_REV_LESS_DSH,21176582,405
2010,106320859,Plumas,District,OTH_OP_REV,136470,3
2010,106320859,Plumas,District,TOT_OP_EXP,21597836,413
2010,106320859,Plumas,District,NET_OP_LESS_DSH,-284784,-5
2010,106320859,Plumas,District,NONOP_REV,1040420,20
2010,106320859,Plumas,District,NONOP_EXP,0,0
2010,106320859,Plumas,District,INC_TAX,0,0
2010,106320859,Plumas,District,EXT_ITEM,0,0
2010,106320859,Plumas,District,NET_INC_LESS_DSH,755636,14
2010,106320859,Plumas,District,OPERATING_MARGIN,-1.34,
2010,106320986,Plumas,District,GR_PT_REV,37522075,6330
2010,106320986,Plumas,District,DED_REV_PLUS_DSH,18182436,3067
2010,106320986,Plumas,District,TOT_CAP_REV,0,0
2010,106320986,Plumas,District,NET_REV_LESS_DSH,19339639,3262
2010,106320986,Plumas,District,OTH_OP_REV,221018,37
2010,106320986,Plumas,District,TOT_OP_EXP,20153312,3400
2010,106320986,Plumas,District,NET_OP_LESS_DSH,-592655,-100
2010,106320986,Plumas,District,NONOP_REV,1193444,201
2010,106320986,Plumas,District,NONOP_EXP,0,0
2010,106320986,Plumas,District,INC_TAX,0,0
2010,106320986,Plumas,District,EXT_ITEM,0,0
2010,106320986,Plumas,District,NET_INC_LESS_DSH,600789,101
2010,106320986,Plumas,District,OPERATING_MARGIN,-3.03,
2010,106321016,Plumas,District,GR_PT_REV,23745621,916
2010,106321016,Plumas,District,DED_REV_PLUS_DSH,13194591,509
2010,106321016,Plumas,District,TOT_CAP_REV,0,0
2010,106321016,Plumas,District,NET_REV_LESS_DSH,10551030,407
2010,106321016,Plumas,District,OTH_OP_REV,233681,9
2010,106321016,Plumas,District,TOT_OP_EXP,12604407,486
2010,106321016,Plumas,District,NET_OP_LESS_DSH,-1819696,-70
2010,106321016,Plumas,District,NONOP_REV,808164,31
2010,106321016,Plumas,District,NONOP_EXP,0,0
2010,106321016,Plumas,District,INC_TAX,0,0
2010,106321016,Plumas,District,EXT_ITEM,0,0
2010,106321016,Plumas,District,NET_INC_LESS_DSH,-1011532,-39
2010,106321016,Plumas,District,OPERATING_MARGIN,-16.87,
2010,106330120,Riverside,Non-Profit,GR_PT_REV,30598296,845
2010,106330120,Riverside,Non-Profit,DED_REV_PLUS_DSH,4459423,123
2010,106330120,Riverside,Non-Profit,TOT_CAP_REV,0,0
2010,106330120,Riverside,Non-Profit,NET_REV_LESS_DSH,26138873,722
2010,106330120,Riverside,Non-Profit,OTH_OP_REV,4519838,125
2010,106330120,Riverside,Non-Profit,TOT_OP_EXP,33437907,923
2010,106330120,Riverside,Non-Profit,NET_OP_LESS_DSH,-2779196,-77
2010,106330120,Riverside,Non-Profit,NONOP_REV,2512446,69
2010,106330120,Riverside,Non-Profit,NONOP_EXP,83228,2
2010,106330120,Riverside,Non-Profit,INC_TAX,0,0
2010,106330120,Riverside,Non-Profit,EXT_ITEM,0,0
2010,106330120,Riverside,Non-Profit,NET_INC_LESS_DSH,-349978,-10
2010,106330120,Riverside,Non-Profit,OPERATING_MARGIN,-9.06,
2010,106331152,Riverside,Investor,GR_PT_REV,515072480,6448
2010,106331152,Riverside,Investor,DED_REV_PLUS_DSH,379823668,4755
2010,106331152,Riverside,Investor,TOT_CAP_REV,0,0
2010,106331152,Riverside,Investor,NET_REV_LESS_DSH,135248812,1693
2010,106331152,Riverside,Investor,OTH_OP_REV,1088117,14
2010,106331152,Riverside,Investor,TOT_OP_EXP,141609645,1773
2010,106331152,Riverside,Investor,NET_OP_LESS_DSH,-5272716,-66
2010,106331152,Riverside,Investor,NONOP_REV,146414,2
2010,106331152,Riverside,Investor,NONOP_EXP,117147,1
2010,106331152,Riverside,Investor,INC_TAX,0,0
2010,106331152,Riverside,Investor,EXT_ITEM,0,0
2010,106331152,Riverside,Investor,NET_INC_LESS_DSH,-5243449,-66
2010,106331152,Riverside,Investor,OPERATING_MARGIN,-3.87,
2010,106331164,Riverside,Investor,GR_PT_REV,1945939625,17785
2010,106331164,Riverside,Investor,DED_REV_PLUS_DSH,1583789803,14475
2010,106331164,Riverside,Investor,TOT_CAP_REV,0,0
2010,106331164,Riverside,Investor,NET_REV_LESS_DSH,362149822,3310
2010,106331164,Riverside,Investor,OTH_OP_REV,1425266,13
2010,106331164,Riverside,Investor,TOT_OP_EXP,311460515,2847
2010,106331164,Riverside,Investor,NET_OP_LESS_DSH,52114573,476
2010,106331164,Riverside,Investor,NONOP_REV,1698082,16
2010,106331164,Riverside,Investor,NONOP_EXP,1424555,13
2010,106331164,Riverside,Investor,INC_TAX,0,0
2010,106331164,Riverside,Investor,EXT_ITEM,0,0
2010,106331164,Riverside,Investor,NET_INC_LESS_DSH,52388100,479
2010,106331164,Riverside,Investor,OPERATING_MARGIN,14.33,
2010,106331168,Riverside,Non-Profit,GR_PT_REV,2108120814,19207
2010,106331168,Riverside,Non-Profit,DED_REV_PLUS_DSH,1751951051,15962
2010,106331168,Riverside,Non-Profit,TOT_CAP_REV,0,0
2010,106331168,Riverside,Non-Profit,NET_REV_LESS_DSH,356169763,3245
2010,106331168,Riverside,Non-Profit,OTH_OP_REV,8971207,82
2010,106331168,Riverside,Non-Profit,TOT_OP_EXP,370000395,3371
2010,106331168,Riverside,Non-Profit,NET_OP_LESS_DSH,-4859425,-44
2010,106331168,Riverside,Non-Profit,NONOP_REV,43550763,397
2010,106331168,Riverside,Non-Profit,NONOP_EXP,14796634,135
2010,106331168,Riverside,Non-Profit,INC_TAX,0,0
2010,106331168,Riverside,Non-Profit,EXT_ITEM,0,0
2010,106331168,Riverside,Non-Profit,NET_INC_LESS_DSH,23894704,218
2010,106331168,Riverside,Non-Profit,OPERATING_MARGIN,-1.33,
2010,106331194,Riverside,District,GR_PT_REV,509435778,6199
2010,106331194,Riverside,District,DED_REV_PLUS_DSH,389919612,4745
2010,106331194,Riverside,District,TOT_CAP_REV,0,0
2010,106331194,Riverside,District,NET_REV_LESS_DSH,119516166,1454
2010,106331194,Riverside,District,OTH_OP_REV,625301,8
2010,106331194,Riverside,District,TOT_OP_EXP,119230157,1451
2010,106331194,Riverside,District,NET_OP_LESS_DSH,911310,11
2010,106331194,Riverside,District,NONOP_REV,429469,5
2010,106331194,Riverside,District,NONOP_EXP,0,0
2010,106331194,Riverside,District,INC_TAX,0,0
2010,106331194,Riverside,District,EXT_ITEM,0,0
2010,106331194,Riverside,District,NET_INC_LESS_DSH,1340779,16
2010,106331194,Riverside,District,OPERATING_MARGIN,0.76,
2010,106331216,Riverside,Investor,GR_PT_REV,639904625,15233
2010,106331216,Riverside,Investor,DED_REV_PLUS_DSH,524318173,12481
2010,106331216,Riverside,Investor,TOT_CAP_REV,0,0
2010,106331216,Riverside,Investor,NET_REV_LESS_DSH,115586452,2752
2010,106331216,Riverside,Investor,OTH_OP_REV,575151,14
2010,106331216,Riverside,Investor,TOT_OP_EXP,115356596,2746
2010,106331216,Riverside,Investor,NET_OP_LESS_DSH,805007,19
2010,106331216,Riverside,Investor,NONOP_REV,649425,15
2010,106331216,Riverside,Investor,NONOP_EXP,417984,10
2010,106331216,Riverside,Investor,INC_TAX,0,0
2010,106331216,Riverside,Investor,EXT_ITEM,0,0
2010,106331216,Riverside,Investor,NET_INC_LESS_DSH,1036448,25
2010,106331216,Riverside,Investor,OPERATING_MARGIN,0.69,
2010,106331226,Riverside,Investor,GR_PT_REV,13035372,1381
2010,106331226,Riverside,Investor,DED_REV_PLUS_DSH,7119110,754
2010,106331226,Riverside,Investor,TOT_CAP_REV,0,0
2010,106331226,Riverside,Investor,NET_REV_LESS_DSH,5916262,627
2010,106331226,Riverside,Investor,OTH_OP_REV,10034,1
2010,106331226,Riverside,Investor,TOT_OP_EXP,7544334,799
2010,106331226,Riverside,Investor,NET_OP_LESS_DSH,-1618038,-171
2010,106331226,Riverside,Investor,NONOP_REV,949530,101
2010,106331226,Riverside,Investor,NONOP_EXP,0,0
2010,106331226,Riverside,Investor,INC_TAX,0,0
2010,106331226,Riverside,Investor,EXT_ITEM,0,0
2010,106331226,Riverside,Investor,NET_INC_LESS_DSH,-668508,-71
2010,106331226,Riverside,Investor,OPERATING_MARGIN,-27.3,
2010,106331288,Riverside,District,GR_PT_REV,83233922,6781
